#label len H_moment C C_dens A_index Aro B_index H_ratio I_index Iep Helix
1 28 0.396593 3 0.00138104 76.7857 0.0714286 0.356786 0.428571 15.2 11.1055 0.428571
1 43 0.0341308 2 0.000546249 38.6047 0.0930233 1.90953 0.348837 60.2558 7.90991 0.0232558
1 14 0.47752 1 0.00120676 153.571 0.0714286 0.5 0.5 26.4571 10.4219 0.785714
-1 34 0.487349 0 -0.000227215 57.3529 0.0882353 3.73206 0.147059 71.4971 5.12305 0.882353
-1 14 0.437544 7 0.00414807 0 0.0714286 7.65357 0.0714286 175.386 12.4131 0.214286
1 27 0.256869 2 0.00107103 104.815 0.111111 -0.195185 0.444444 -5.73333 10.4084 0.481481
-1 23 0.480443 7 0.00299136 76.5217 0.0869565 0.965217 0.347826 -12.5435 11.5186 0.652174
1 25 0.209357 5 0.00169791 163.6 0 1.6612 0.52 -2.644 11.4634 0.76
1 17 0.302759 3 0.00201588 85.8824 0.117647 2.77176 0.235294 39.4529 11.2378 0.411765
-1 9 0.902012 3 0.00311079 97.7778 0.222222 3.77778 0.333333 213.533 12.4131 0.444444
1 21 0.358818 2 0.00140572 130 0.047619 -1.2619 0.52381 -5.5619 9.76953 0
1 20 0.142422 4 0.00224313 49 0.05 1.6115 0.3 41.545 10.9136 0.1
1 42 0.174045 5 0.00116292 55.4762 0.0714286 1.92214 0.380952 88.2857 9.24854 0
1 29 0.770199 9 0.00279272 121.034 0.0344828 2.16207 0.37931 26.4103 12.4202 0.275862
-1 23 0.371205 5 0.002236 110.435 0 -0.132609 0.391304 -0.86087 10.8584 0.347826
1 9 0.325558 0 8.86197e-05 130 0.111111 0.297778 0.444444 39.2667 7.70312 0
-1 15 0.257532 1 0.00061627 104 0.133333 1.09333 0.466667 18.46 8.76465 0.266667
1 12 0.548807 6 0.00429922 113.333 0.0833333 5.4 0.416667 36.3333 12.7119 0
1 30 0.311962 2 0.000962827 104.333 0.0333333 0.312667 0.4 42.16 10.6904 0.533333
1 40 0.116422 2 0.000683221 75.75 0.025 1.2985 0.45 16.605 8.12549 0.225
-1 23 0.712617 6 0.0023189 16.9565 0.391304 2.42087 0.347826 63.1348 12.5981 0.26087
1 28 0.361127 3 0.00139321 128.929 0.0357143 -0.147143 0.535714 -11.7893 10.8579 0.464286
1 26 0.252118 2 0.000944976 82.6923 0.0769231 1.35731 0.384615 59.6846 9.57764 0.576923
1 23 0.089522 5 0.00191993 118.696 0.0869565 0.822174 0.391304 14.3261 10.8872 0.826087
1 12 0.524756 3 0.00202634 97.5 0.166667 0.166667 0.333333 52.175 10.9868 0.666667
1 24 0.157799 0 -1.55639e-05 73.3333 0.0833333 0.129167 0.583333 10.125 6.92188 0.625
1 20 0.43725 1 0.00101711 185 0 -1.55 0.5 32.61 10.709 0.15
-1 13 0.493306 0 0.000712584 135.385 0.153846 -1.55385 0.692308 2.7 10.0254 0.692308
-1 18 0.607021 -2 -0.000895043 102.778 0.222222 1.40389 0.388889 21.3167 3.82568 0.666667
-1 44 0.160511 1 0.000348781 50.9091 0.113636 1.61023 0.340909 36.8955 7.83057 0.113636
-1 16 0.425795 1 0.00126912 164.375 0.0625 -1.67 0.625 6.475 10.709 0.3125
-1 12 0.719925 5 0.00387629 130 0.0833333 0.834167 0.416667 -6.475 10.9795 0.666667
-1 16 0.456816 -2 -0.00143866 55 0.25 2.22313 0.375 44.1944 3.93408 0.625
-1 11 0.944559 4 0.00373126 132.727 0 2.93636 0.454545 38.1818 12.1797 0.727273
-1 29 0.0658638 3 0.00129135 104.483 0.0689655 0.902759 0.448276 21.7379 10.9736 0.344828
1 18 0.739536 5 0.0030476 114.444 0 1.65 0.5 10.7111 11.3062 0.888889
-1 11 0.115728 0 -3.14354e-06 141.818 0.0909091 0.728182 0.454545 4.87273 6.5 0
-1 38 0.20883 3 0.000733809 61.5789 0.0789474 2.24816 0.289474 4.29474 10.5293 0.236842
1 13 0.583824 0 0.000667659 150 0.153846 -0.714615 0.461538 -5.9 10.0254 0.461538
1 18 0.301354 3 0.00223538 44.4444 0 2.18 0.444444 30.8444 10.6836 0.833333
1 31 0.268342 2 0.000877688 97.4194 0.0645161 0.639355 0.419355 -0.229032 9.69043 0.322581
1 21 0.365863 1 0.000926539 125.238 0.047619 -1.40143 0.52381 -16.7619 8.91309 0
-1 9 0.280185 0 -4.48436e-06 65.5556 0 0.703333 0.555556 44.6 6 0
1 16 0.361858 5 0.00301447 24.375 0.25 2.6575 0.3125 31.8687 11.9121 0
-1 13 0.395994 1 0.00100596 44.6154 0 1.92769 0.153846 -21.2308 10.7422 0
-1 35 0.13567 0 -0.000251847 111.143 0.114286 -0.268857 0.371429 39.9229 4.87891 0
-1 4 0.697023 2 0.00508714 0 0.25 3.58 0 7.5 10.9868 0
-1 36 0.078252 0 0.000241041 70.5556 0.0555556 1.93583 0.277778 15.4917 8.17188 0.444444
1 38 0.203292 6 0.00162228 92.3684 0.0263158 1.005 0.368421 14.2053 11.2017 0.210526
1 18 0.0592125 3 0.00146746 59.4444 0.0555556 2.97556 0.166667 53.1611 11.8135 0
-1 9 0.447917 0 0.000170745 130 0.333333 -1.70222 0.666667 8.88889 7.86719 0
1 33 0.173831 2 0.00086993 112.121 0.030303 0.0254545 0.454545 4.1303 9.63281 0.30303
1 15 0.707579 5 0.00344909 104.667 0 3.57867 0.466667 60.36 11.9307 0.733333
-1 18 0.451108 5 0.00288404 130 0.166667 -0.443333 0.5 -31.9222 11.374 0.277778
1 37 0.158914 4 0.00126445 97.5676 0.0810811 0.532973 0.486486 15.627 10.3948 0.405405
-1 11 0.853913 1 0.00146014 168.182 0 1.83545 0.454545 97.3091 10.6797 0.818182
-1 9 0.278476 0 0.000656222 86.6667 0.666667 -0.988889 0.222222 88.9333 10.7422 0
1 25 0.444665 6 0.00216931 70.4 0.16 0.866 0.36 5.372 11.2485 0.28
-1 23 0.417891 0 0.000385375 119.565 0.130435 -0.274348 0.608696 35.5087 9.58105 0.869565
1 17 0.67162 4 0.00229907 114.706 0.235294 2.21765 0.529412 36.4 12.1196 0.705882
-1 22 0.457126 4 0.00191184 75.4545 0.181818 0.484091 0.363636 12.8591 10.9062 0.545455
1 24 0.427251 5 0.00205308 121.667 0.166667 1.44 0.458333 13.5333 11.7358 0.166667
-1 41 0.177343 -2 -0.000469621 9.5122 0.0487805 5.2422 0.170732 105.444 4.61768 0.658537
-1 24 0.897419 6 0.00225945 125.833 0.0833333 3.20542 0.375 66.9833 11.6831 0.875
-1 20 0.114222 1 0.000874072 53.5 0.2 0.817 0.35 3.91 9.4668 0
1 20 0.41627 1 0.0010145 170.5 0 -1.627 0.55 22.195 10.709 0.25
1 26 0.218225 3 0.00106907 127.308 0.0384615 0.0907692 0.461538 30.6538 11.2227 0
1 16 0.356576 0 0.000578686 164.375 0.1875 -2.27313 0.625 0.1875 10.0254 0
1 30 0.132591 2 0.000960229 104.333 0 0.902667 0.5 7.79333 9.69043 0.7
1 12 0.569761 2 0.00148962 170.833 0.0833333 -0.606667 0.5 47.8167 10.709 0.666667
-1 35 0.140582 3 0.000997606 66.8571 0.171429 1.04057 0.285714 16.1743 10.3943 0.0285714
-1 13 0.446702 1 0.00148585 150 0.0769231 -1.22231 0.538462 10.9846 10.709 0.461538
-1 10 0.533581 0 0.000978149 166 0.1 -1.74 0.6 -23.01 10.0254 0
1 17 0.314456 0 0.000511706 97.6471 0.235294 -1.57059 0.647059 46.2353 10.0254 0.352941
-1 9 0.26604 5 0.00474275 0 0.111111 5.23889 0.222222 81.3333 11.0659 0
1 23 0.336274 2 0.000720097 84.7826 0.130435 2.83 0.304348 78.8478 9.86084 0.73913
1 18 0.684335 4 0.00232631 86.6667 0.111111 1.68389 0.333333 -31.3944 10.979 0.833333
-1 14 0.234084 5 0.00305924 0 0.357143 1.36214 0.214286 24.0071 10.9795 0
-1 45 0.228294 7 0.00134904 39.1111 0.0666667 3.98467 0.244444 80.4089 12.5774 0.355556
-1 20 0.683385 6 0.00247717 136.5 0.1 0.7235 0.4 -7.4 11.812 0.7
-1 19 0.42508 1 0.000599699 138.947 0.0526316 -0.376316 0.578947 7.95789 10.0254 0.526316
-1 22 0.320064 5 0.00221311 53.1818 0.136364 3.14136 0.272727 33.4909 10.8149 0.0909091
1 29 0.204891 3 0.00123808 117.586 0.0689655 0.423103 0.482759 8.76552 10.2588 0.275862
1 20 0.475465 1 0.00100989 185 0 -1.5915 0.5 32.61 10.709 0.15
1 13 0.362225 -1 -0.000638114 157.692 0.0769231 1.17385 0.461538 86.8 3.94434 0.769231
-1 13 0.472161 -1 -0.000644854 120 0.230769 -0.601538 0.538462 13.4692 4.1582 0.230769
-1 11 0.881433 5 0.00342829 106.364 0.181818 2.76636 0.454545 3.68182 12.1797 0.727273
-1 11 0.844178 4 0.00345699 141.818 0.181818 0.250909 0.454545 -17.9364 11.2788 0.818182
1 17 0.272245 1 0.000974131 137.647 0.0588235 -0.478824 0.588235 14.6118 8.92871 0
-1 20 0.737195 7 0.00272828 87.5 0.2 2.118 0.35 2.29 12.4453 0.35
-1 35 0.227872 2 0.000782785 66.8571 0.142857 0.672 0.257143 52.4057 10.2998 0.0285714
1 12 0.55933 3 0.00213265 130 0.0833333 0.608333 0.333333 77.225 10.9868 0.666667
1 14 0.5415 2 0.00196529 202.143 0 -0.75 0.571429 -21.0357 10.9868 0.714286
1 45 0.0885824 6 0.00140122 76 0.0888889 1.46244 0.333333 19.4333 10.6302 0.666667
1 25 0.394012 5 0.0018744 78 0.12 0.8912 0.36 9.108 10.979 0.12
-1 36 0.17417 5 0.00139423 62.5 0.138889 1.42611 0.444444 38.6944 11.5752 0.277778
1 12 0.562688 3 0.00212816 130 0.0833333 -0.0491667 0.416667 96.9583 10.9868 0.75
-1 5 0.284292 0 -0.000176713 40 0 -0.488 0.6 95.88 5.125 0
1 15 0.244038 1 0.0010859 19.3333 0.0666667 4.54267 0.133333 13.6333 10.4097 0
-1 12 0.602994 3 0.00202832 105.833 0 3.02167 0.5 32.5833 12.4014 0.75
1 13 0.5193 -1 -0.000713722 232.308 0 -1.34 0.615385 25.8 2.92969 0.384615
1 37 0.126975 3 0.00101056 105.676 0.027027 0.117297 0.486486 -1.55405 10.0654 0.648649
-1 18 0.654328 -2 -0.000895043 102.778 0.222222 1.40389 0.388889 12.1111 3.82568 0.0555556
1 22 0.347519 2 0.00149193 155.455 0 -1.42273 0.590909 -8 10.9868 0.727273
1 27 0.40149 6 0.00236712 108.519 0.0740741 0.331852 0.444444 8.52593 11.4526 0.444444
1 25 0.570124 7 0.0024457 117.2 0.08 2.6244 0.44 130.236 12.8027 0.36
1 39 0.0734177 9 0.0021173 30 0.153846 3.04462 0.205128 118.677 12.7029 0
-1 47 0.126846 8 0.00159585 54.0426 0.0425532 2.70064 0.404255 56.2723 9.67041 0.191489
-1 10 0.454696 -1 -0.000848389 49 0.1 3.181 0.2 28.38 3.94434 0
1 13 0.44875 0 0.000728193 217.692 0.0769231 -2.73538 0.692308 27.0077 10.0254 0.538462
-1 40 0.14134 4 0.000927724 80.5 0.075 1.839 0.35 13.96 10.582 0.4
-1 23 0.467547 4 0.00162276 118.261 0.217391 1.88261 0.391304 44.5043 12.2852 0.26087
1 14 0.565055 0 0.000718746 63.5714 0 2.25214 0.428571 17.6571 9.83398 0.785714
1 13 0.487355 0 -2.87206e-06 240 0 -1.81692 0.615385 47.1462 6 0.692308
1 35 0.101921 7 0.00186856 67.1429 0.114286 0.884571 0.457143 20.8429 10.9285 0.771429
1 13 0.622028 1 0.00123978 112.308 0.307692 -0.549231 0.538462 36.6462 11.4004 0.384615
-1 9 0.237818 0 -0.00090932 162.222 0 -0.0588889 0.444444 97.3111 5.09766 0
1 30 0.306055 2 0.000999806 117.333 0.0333333 -0.356 0.5 0.38 10.6904 0.7
-1 17 0.31957 0 0.000630392 194.706 0 -2.35471 0.588235 4.37059 10.0254 0
-1 9 0.0290091 4 0.00449389 173.333 0 0.896667 0.444444 -66.5778 11.2788 0
-1 13 0.154861 0 0.00022216 44.6154 0.0769231 0.600769 0.153846 -22.6769 7.95312 0
1 28 0.273478 2 0.000965703 115 0 0.583929 0.464286 -6.33571 9.63281 0.678571
1 12 0.551796 3 0.00202634 97.5 0.166667 0.166667 0.333333 87.9833 10.9868 0.666667
-1 25 0.168284 11 0.00359013 43.2 0.32 3.3484 0.52 -18.624 12.8213 0.72
-1 11 0.137394 0 7.46352e-05 106.364 0.181818 -0.05 0.363636 19.9364 7.66406 0
-1 13 0.445872 0 -3.00391e-06 195.385 0.0769231 -1.81692 0.692308 9.23077 6 0.769231
-1 28 0.543127 13 0.00423529 101.071 0.0357143 3.54964 0.428571 51.8714 12.8994 0.75
1 25 0.321714 0 0.00037352 86 0.08 -0.0188 0.52 17.216 9.72949 0.64
1 29 0.249639 6 0.00220004 147.931 0.0689655 -0.605172 0.482759 -11.5207 11.4526 0.241379
-1 38 0.448119 -6 -0.00144817 61.5789 0.0789474 4.42553 0.157895 78.5711 3.96899 0.894737
-1 44 0.128735 2 0.00055038 50.9091 0.113636 1.79841 0.340909 36.8955 8.1189 0.136364
1 18 0.412343 1 0.0010695 190 0.0555556 -1.77278 0.666667 11.9778 10.709 0.555556
-1 13 0.673007 0 -1.97396e-06 127.692 0.153846 0.176154 0.461538 36.5 6.8125 0.692308
-1 28 0.244464 -1 -0.000388462 76.4286 0.142857 0.267857 0.428571 7.18214 3.73242 0.107143
1 19 0.464428 3 0.0019245 133.684 0.0526316 -0.214737 0.526316 1.04737 10.6914 0.421053
1 23 0.523493 4 0.00181136 118.696 0 0.0291304 0.347826 -22.2522 10.8579 0.565217
1 21 0.359816 2 0.00150773 125.714 0 -0.760476 0.52381 -0.771429 10.9868 0.333333
1 12 0.622193 3 0.00208158 130 0.0833333 0.4175 0.416667 123.767 10.9868 0.75
-1 29 0.0410776 0 0.000201127 43.4483 0.0344828 0.775517 0.344828 55.0828 7.43506 0
-1 13 0.375786 4 0.00247806 82.3077 0.0769231 2.89769 0.307692 -4.54615 12.1562 0.461538
1 17 0.18795 5 0.00252296 40 0.235294 3.53529 0.411765 13.2235 10.0718 0
-1 48 0.215442 -5 -0.00111263 125.833 0.0416667 1.83083 0.375 30.4063 3.74731 0.604167
1 13 0.561393 0 0.00064414 90 0.230769 -0.0507692 0.384615 4.19231 9.83984 0.384615
1 35 0.415142 12 0.00315283 105.714 0.0571429 2.18714 0.342857 27.7743 12.4399 0.428571
-1 20 0.567891 5 0.00194305 97.5 0.15 2.0975 0.3 16.025 11.5688 0.65
-1 13 0.230492 1 0.00157144 143.077 0 -0.533846 0.615385 17.5154 10.709 0.692308
-1 9 1.06186 3 0.00263637 0 0.444444 6.21111 0 221.222 12.5776 0
-1 36 0.231247 -4 -0.00109406 100.278 0.138889 1.78528 0.305556 57.3 3.96338 0.861111
-1 38 0.0451842 1 0.000298276 90 0.0789474 -0.886316 0.447368 25.5632 8.11035 0
-1 30 0.0574479 0 -0.000131694 87.6667 0.0666667 -0.351 0.5 27.7633 5.75 0
1 24 0.308441 3 0.00149074 138.333 0.0833333 -1.085 0.583333 7.94583 10.2651 0.291667
-1 20 0.7765 5 0.00237939 92.5 0.25 0.8335 0.45 -34.295 10.8425 0.75
-1 27 0.189317 3 0.00155562 131.111 0 -0.59963 0.666667 0.196296 11.1567 0.888889
-1 37 0.128923 2 0.000491023 87.027 0.027027 2.9527 0.297297 40.227 10.6309 0.783784
1 27 0.298054 2 0.00109455 104.815 0.0740741 0.0411111 0.407407 -5.73333 10.4084 0.481481
-1 9 0.374289 0 0.000656222 86.6667 0.666667 -0.988889 0.222222 126.267 10.7422 0
-1 12 0.230153 8 0.0052696 0 0 5.25333 0 88.1 11.5186 0
-1 20 0.719468 6 0.00233656 112 0.15 2.8945 0.35 115.875 12.2876 0.7
1 19 0.876399 5 0.00252644 117.895 0.105263 2.75368 0.421053 17.9789 11.9307 0.684211
1 37 0.178454 3 0.00101723 105.405 0.0540541 -0.0662162 0.513514 -8.43784 10.0654 0.378378
1 21 0.292133 0 -9.1683e-07 83.8095 0.047619 1.45714 0.380952 56.5 6.8125 0.285714
1 20 0.109604 2 0.00127956 53.5 0.1 3.187 0.15 30.645 10.5918 0
-1 13 0.850829 5 0.00360392 150 0.153846 0.450769 0.461538 -20.1692 11.0146 0.769231
-1 15 0.146465 1 0.000595953 71.3333 0.133333 2.31533 0.2 44.3933 9.83398 0.133333
1 25 0.335948 2 0.000898082 129.2 0 -0.5684 0.48 -8.856 10.4219 0.68
1 32 0.197525 3 0.00120592 125 0 0.0146875 0.5 -1.54375 10.1519 0.5
1 9 0.301678 2 0.00277059 195.556 0 2.38444 0.666667 136.178 12.4014 0.666667
1 18 0.445591 3 0.00182592 32.2222 0.222222 2.66278 0.277778 12.1778 11.1055 0.277778
-1 23 0.510605 7 0.00299512 114.348 0 2.53739 0.347826 37.8565 11.9751 0.521739
-1 11 0.0724635 5 0.00434802 79.0909 0.181818 1.38364 0.454545 -36.2909 11.374 0
1 28 0.236351 2 0.000989787 111.429 0 0.306429 0.5 -16.95 9.63281 0.642857
-1 18 0.327548 4 0.00209332 37.7778 0.222222 2.64667 0.388889 -3.4 9.56689 0
-1 45 0.135496 3 0.00072133 19.7778 0.0666667 1.98422 0.377778 24.3156 7.9541 0.0444444
-1 15 0.777518 4 0.00262074 162 0.0666667 3.078 0.466667 53.4467 12.7021 0.333333
-1 22 0.415865 0 4.01756e-05 84.0909 0.181818 0.303182 0.454545 8.3 7.71094 0.136364
1 12 0.611577 3 0.00281056 186.667 0 2.43167 0.666667 2.09167 12.5776 0.166667
1 8 0.658461 2 0.00303497 48.75 0.125 4.15 0.375 23.4 12.1309 0
-1 14 0.273786 0 -2.79378e-06 160.714 0.0714286 -1.79 0.714286 55.1429 6 0.714286
1 33 0.179436 4 0.00148163 94.5455 0.0606061 0.13 0.454545 -8.83939 10.521 0.545455
-1 9 0.904989 3 0.00285492 86.6667 0.333333 3.72 0.222222 248.644 12.4131 0.666667
-1 13 0.612438 0 -1.97396e-06 127.692 0.153846 0.176154 0.461538 10.9846 6.8125 0.692308
-1 11 0.890832 2 0.00213806 141.818 0.0909091 2.03273 0.454545 -2.5 10.9458 0.727273
1 21 0.36177 1 0.000935858 157.619 0 -1.56286 0.52381 2.52381 8.91309 0
1 16 0.434906 0 0.000599624 164.375 0.125 -1.87438 0.5625 0.1875 10.0254 0.0625
-1 68 0.189043 5 0.000811956 119.265 0.0735294 0.0432353 0.558824 7.68088 10.4626 0.720588
1 36 0.0961497 1 0.000425553 54.1667 0.111111 1.12 0.333333 50.9722 7.82617 0
1 21 0.227415 5 0.00240523 50.9524 0.047619 2.81095 0.285714 39.8762 10.9443 0
1 29 0.242786 2 0.000928092 91.0345 0.0344828 0.937241 0.517241 10.8414 9.63281 0.689655
-1 11 0.117707 5 0.00434802 79.0909 0.181818 1.38364 0.454545 -36.2909 11.374 0
-1 35 0.230727 -2 -0.000473736 94.5714 0.142857 1.248 0.314286 62.2803 4.16602 0.4
1 18 0.649064 3 0.00198217 103.333 0.0555556 1.13667 0.444444 -2.56667 10.6836 0.833333
-1 12 0.540383 3 0.00200462 73.3333 0 3.23583 0.5 30.1833 12.4014 0.75
1 33 0.128196 2 0.00085323 112.424 0 0.497879 0.484848 13.6152 9.69336 0.424242
1 33 0.634949 4 0.00125419 97.5758 0.0909091 2.66182 0.363636 30.5333 10.9761 0.636364
-1 14 0.456129 5 0.00253345 0 0.571429 4.97 0.142857 254.771 12.7993 0.428571
1 26 0.31008 1 0.000825127 116.154 0.0384615 -0.689615 0.384615 9.88462 10.709 0.153846
-1 18 0.655673 5 0.00257414 124.444 0.222222 0.0216667 0.388889 -7.28333 11.374 0.666667
1 37 0.177289 4 0.0012666 87.2973 0.027027 0.578919 0.432432 -6.14324 10.3076 0.621622
-1 11 0.143485 3 0.00311042 35.4545 0.0909091 1.88545 0.272727 1.37273 10.6914 0
1 31 0.475107 2 0.000996495 122.581 0 0.156129 0.419355 -0.383871 10.5183 0.16129
-1 13 0.583364 0 -1.97396e-06 127.692 0.153846 0.176154 0.461538 63.7692 6.8125 0.769231
-1 30 0.0642426 0 -9.03503e-05 68 0.1 0.854333 0.433333 15.0233 6.66699 0
1 24 0.428582 3 0.0014989 130 0.0833333 -0.585833 0.666667 34.6083 10.4165 0.291667
-1 13 0.146789 -1 -0.000750484 75.3846 0 1.02769 0.461538 -6.37692 3.15039 0
-1 12 0.211051 3 0.00211437 0 0.166667 4.43667 0.0833333 20.6167 10.5518 0
1 25 0.526263 7 0.00250694 42.8 0.12 3.9324 0.28 95.12 10.4961 0.2
-1 6 0.269682 1 0.00123288 65 0.333333 -0.216667 0.5 8.33333 8.74609 0
1 11 0.0451417 -1 -0.000792786 52.7273 0.272727 -0.0918182 0.454545 36.3909 3.15039 0
1 19 0.419129 4 0.00203313 31.0526 0.157895 1.43368 0.368421 9.55789 11.1567 0.368421
1 32 0.154148 3 0.00116612 103.75 0.0625 0.274688 0.46875 -8.40312 10.0654 0.625
-1 10 0.273108 3 0.00217772 156 0.2 1.571 0.4 81.47 12.1309 0.7
-1 49 0.138596 9 0.00168564 27.9592 0.163265 2.68837 0.285714 49.2184 9.56958 0
1 12 0.5937 3 0.00218687 130 0.0833333 -0.103333 0.5 77.225 10.9868 0.75
-1 10 0.245006 1 0.00133892 39 0.5 1.197 0.3 63.9 12.1016 0
-1 15 0.177919 3 0.00171386 84.6667 0.2 1.59733 0.333333 26.72 10.8042 0.4
1 12 0.65513 3 0.0021979 130 0.0833333 0.849167 0.333333 11.0667 11.5723 0.5
-1 11 0.817053 4 0.00360177 141.818 0.0909091 0.966364 0.454545 11.2727 11.2788 0.818182
-1 9 0.816386 2 0.00227905 97.7778 0.333333 1.86111 0.333333 133.189 12.1309 0.777778
1 18 0.338073 1 0.000583332 141.111 0.0555556 -0.633889 0.555556 4.22222 8.74902 0.333333
1 24 0.291415 3 0.00155567 110 0.0416667 0.882083 0.416667 -0.0125 10.8579 0.791667
1 40 0.108356 -2 -0.000624275 90 0.1 0.98575 0.425 18.58 5.17432 0.1
-1 47 0.162406 1 0.0003526 55.9574 0.12766 0.298085 0.319149 6.29574 8.10059 0
1 33 0.156451 2 0.000860977 109.394 0 0.414848 0.484848 19.1545 9.63281 0.424242
-1 14 0.858698 6 0.00409645 195 0 0.315 0.5 -33.1643 11.4526 0.857143
1 13 0.663837 2 0.00199283 150 0.153846 -0.903077 0.461538 -8.60769 10.9868 0.153846
1 23 0.197881 2 0.00118174 72.1739 0.173913 0.594348 0.391304 8.56957 9.91382 0.130435
1 24 0.333054 3 0.00154204 126.25 0.0833333 -1.10083 0.666667 48.4292 10.2651 0.625
-1 22 0.798361 11 0.00351377 35.4545 0.272727 7.5 0.181818 217.836 13.1416 0.863636
1 12 0.415194 3 0.00217772 138.333 0.0833333 0.265833 0.416667 23.325 10.9868 0.583333
1 12 0.414271 2 0.00199027 105.833 0.25 0.355833 0.416667 -4.98333 11.5723 0.583333
-1 36 3.87561e-16 15 0.00340913 8.33333 0.166667 4.57333 0.166667 64.3889 11.9514 0.444444
1 12 0.499089 5 0.00376636 170 0 5.22 0.5 113.608 12.7993 0
1 25 0.318425 3 0.00146857 89.6 0.12 -0.0016 0.44 -15.08 10.8579 0.28
-1 35 0.121372 3 0.000995358 61.4286 0.171429 1.05029 0.285714 20.1429 10.4656 0.114286
1 16 0.317145 1 0.000720282 170.625 0 -1.70563 0.5 32.9562 10.0254 0.125
1 26 0.434007 2 0.00105346 127.308 0.0769231 -0.243462 0.538462 66.0115 11.2227 0.0769231
1 9 0.240407 0 0.001137 54.4444 0 1.33 0.444444 8.88889 10.7422 0
1 13 0.526049 0 0.000668524 187.692 0.153846 -1.19769 0.692308 38.8615 10.7422 0.769231
1 24 0.314191 4 0.00193227 141.667 0 -0.347917 0.5 0.941667 10.521 0.25
-1 19 0.302681 4 0.00197601 113.158 0.0526316 0.185263 0.473684 -1.96842 10.6914 0.315789
1 21 0.309893 0 0.000432552 157.619 0 -1.93905 0.571429 16.9619 8.09473 0
1 16 0.288812 6 0.00311341 48.75 0.1875 4.05312 0.25 46.6 12.4453 0.6875
1 27 0.580781 6 0.00232319 68.8889 0.0740741 2.40333 0.259259 66.9852 12.1467 0.407407
1 27 0.319164 4 0.00139227 97.7778 0.0740741 0.553333 0.444444 49.7222 11.6768 0.407407
-1 18 0.820264 5 0.00243553 102.778 0.222222 2.36722 0.388889 88.2778 12.1299 0.722222
1 13 0.488919 0 0.000684611 210 0.0769231 -1.81538 0.615385 -0.576923 10.0254 0.538462
1 29 0.427077 4 0.00158261 124.483 0.0689655 0.554138 0.482759 41.2345 11.2188 0.62069
-1 24 0.136571 3 0.00119619 0 0.0833333 6.07417 0.0416667 52.8667 10.519 0.5
-1 26 0.375028 8 0.00257585 123.846 0.0769231 5.08923 0.423077 217.358 12.4714 0.846154
-1 26 0.340533 -1 -0.000698094 116.538 0.0769231 -0.317692 0.5 27.1538 4.43848 0.461538
-1 18 0.681825 4 0.00216213 102.778 0.166667 2.18111 0.388889 72.9 11.6885 0.166667
-1 44 0.163115 1 0.000348781 50.9091 0.113636 1.61023 0.340909 36.8955 7.83057 0.113636
1 12 0.576351 2 0.00148434 130 0.0833333 0.190833 0.416667 18.1417 11.4004 0.666667
1 8 0.49097 2 0.00219109 110 0 2.57875 0.5 104.425 10.5977 0
-1 11 0.539836 0 0.000718725 80 0.0909091 4.01273 0.272727 137.918 9.64453 0.454545
-1 29 0.459319 -1 -0.000292275 70.6897 0.0344828 3.41138 0.241379 77.9862 5.05322 0.896552
-1 15 0.314415 -1 -0.000602453 110.667 0.133333 0.606667 0.4 -26.3867 3.94434 0.4
1 29 0.376051 5 0.00174008 100.69 0.0344828 2.39103 0.37931 31.5517 10.8081 0.310345
1 32 0.0840952 5 0.00176583 70.3125 0.09375 0.9025 0.375 45.1562 10.7373 0.125
-1 66 0.323673 1 0.000217213 85.7576 0.0454545 1.84197 0.333333 36.1348 9.48633 0.651515
1 24 0.214354 2 0.00110669 150 0.0416667 -1.05333 0.541667 39.0958 9.76953 0.166667
-1 11 0.854519 4 0.0036411 177.273 0.0909091 0.0154545 0.545455 -0.427273 11.2788 0.818182
-1 36 0.330828 -4 -0.00115681 119.167 0.0833333 1.78139 0.388889 35.5194 4.02356 0.694444
-1 35 0.135953 4 0.00122035 58.5714 0.2 1.10143 0.285714 6.98286 10.5254 0.114286
1 30 0.272052 2 0.00090177 100.667 0.0666667 0.547333 0.433333 -0.57 9.69043 0.3
-1 15 0.119935 -1 -0.00116972 71.3333 0.0666667 0.990667 0.333333 49.1933 3.72852 0
-1 13 0.445799 0 0.000712553 217.692 0.0769231 -2.40154 0.692308 10.9846 10.0254 0.692308
1 23 0.345507 1 0.000929832 131.304 0.0434783 -1.12739 0.434783 -14.6 10.709 0.173913
-1 38 0.553637 5 0.00129057 87.1053 0.105263 2.88737 0.368421 31.5711 10.8894 0.657895
-1 31 0.426833 5 0.00162673 154.194 0.0322581 1.21097 0.451613 42.4194 11.2554 0.903226
1 12 0.360081 1 0.00135183 97.5 0.25 -0.5225 0.333333 11.0667 10.709 0.333333
1 19 0.960167 7 0.00337332 158.947 0.105263 1.42789 0.526316 32.2947 12.4551 0.789474
1 22 0.401353 3 0.00188925 115.909 0 -0.449545 0.545455 -4.14091 11.1567 0.681818
-1 11 0.82162 4 0.00315947 0 0.545455 0.956364 0.454545 -31.9 11.2788 0.636364
-1 9 0.485052 -2 -0.00262841 11.1111 0.111111 4.79111 0.222222 20.8556 3.93408 0
-1 13 0.188443 1 0.00108706 60 0.384615 0.57 0.153846 77.7923 12.1016 0
1 21 0.586521 4 0.00212751 107.143 0.0952381 1.2419 0.47619 5.7619 11.752 0.904762
